Date,TAm,TAx,TAn,TAi,NSi,PT,VVi,VDi,VVxi,HAi,PAi
2024-03-29 17:00,1.4,1.5,1.3,1.5,5.8,2.2,11.6,323.9,21.1,100,963.6
2024-03-29 18:00,1.2,1.5,1,1,5.9,2.8,7.4,337.3,24.4,100,962.6
2024-03-29 19:00,1,1.1,0.9,1,5.9,0.9,8,350.6,22.1,100,961.1
2024-03-29 20:00,1,1.2,0.7,0.8,5.9,1.1,8.9,354.1,20,100,960.5
2024-03-29 21:00,0.3,0.8,0.2,0.2,6.3,5.8,7.1,343.9,20.8,100,959.5
2024-03-29 22:00,0.3,0.6,0.1,0.6,6.8,4.6,8.7,2,25.2,100,956.9
2024-03-29 23:00,0.4,0.8,0.2,0.4,5.6,1.1,10.4,338.2,20,100,955.5
2024-03-30 0:00,0.1,0.5,0,0,7,1.7,7.7,340.4,28.2,100,954.3
2024-03-30 1:00,0,0.2,0,0,8.3,3.1,6.9,333.3,25,100,953.2
2024-03-30 2:00,0,0.1,-0.1,0,8.2,0.4,6.2,355.4,20,100,951.7
2024-03-30 3:00,0,0.1,0,0,8.2,0,4.7,359.8,17.2,100,951.2
2024-03-30 4:00,0,0,-0.1,0,8.2,0,5.3,346.2,20.4,100,950.4
2024-03-30 5:00,0,0,0,0,8.4,0.2,6.3,338.8,19.6,100,949.7
2024-03-30 6:00,0.1,0.2,0,0.2,8.3,0.3,7.7,346.2,21.5,100,949.3
2024-03-30 7:00,0.2,0.3,0.1,0.2,8.4,0.5,8.8,347.4,20.5,100,948.9
2024-03-30 8:00,0.4,0.5,0.2,0.2,8.2,0.4,8.4,337.1,23.4,100,949.2
2024-03-30 9:00,0.2,0.3,0.1,0.2,8.5,0.5,4.4,347.7,22.2,100,949.8
2024-03-30 10:00,0.1,0.2,0.1,0.2,9.1,1.8,5.3,357.2,18.4,100,950.5
2024-03-30 11:00,0.5,0.8,0.2,0.5,9.5,1.9,7.1,335.9,17.2,100,950.7
2024-03-30 12:00,0.6,0.7,0.4,0.5,10.2,1.2,7.8,331.8,19.3,100,951.7
2024-03-30 13:00,0.3,0.5,0.1,0.2,12.6,1.4,11.7,323.3,26,100,952.9
2024-03-30 14:00,0,0.2,-0.3,-0.2,12.3,1.9,11.8,302.3,30.5,100,954.3
2024-03-30 15:00,-0.5,-0.2,-0.7,-0.7,15.3,1.7,14.8,314.5,35.4,100,955.4
2024-03-30 16:00,-1.2,-0.7,-1.8,-1.8,16.3,0.8,7.2,320.8,35.1,100,956.9
2024-03-30 17:00,-2.3,-1.7,-2.7,-2.7,15.6,0.5,9.6,322.5,43.7,100,957.9
2024-03-30 18:00,-3.2,-2.7,-3.6,-3.6,16.7,0.7,8.3,331.7,32.6,100,959.4
2024-03-30 19:00,-3.7,-3.6,-3.8,-3.8,16.9,0.5,11.8,285.2,36.6,100,960.4
2024-03-30 20:00,-3.9,-3.8,-3.9,-3.9,17.2,0.3,10.5,316,45.9,100,960.7
2024-03-30 21:00,-4,-3.9,-4.2,-4.1,17.4,0.3,12.3,289.2,33.2,99,961.7
2024-03-30 22:00,-4.3,-4.1,-4.5,-4.5,17.4,0,5.3,332.9,36.6,99.5,962.6
2024-03-30 23:00,-4.6,-4.5,-4.7,-4.7,17.4,0,7.2,4.5,21.4,99.5,962.2
2024-03-31 0:00,-4.7,-4.6,-4.8,-4.8,17.3,0,0.7,175.2,23.9,98.9,962.8
2024-03-31 1:00,-4.9,-4.7,-5,-5,17.2,0,3.9,29.6,22.6,97.9,963.3
2024-03-31 2:00,-5.1,-5,-5.1,-5.1,17.2,0,2.4,348.5,19.8,98.5,963.6
2024-03-31 3:00,-5.1,-5,-5.1,-5.1,17.1,0,6.7,345.8,17.9,99.1,964.2
2024-03-31 4:00,-5.1,-5,-5.1,-5.1,17,0,5.9,351,22.7,99.2,964.8
2024-03-31 5:00,-5.1,-5,-5.1,-5.1,17.4,0,8.2,348,24.1,99.2,965.4
2024-03-31 6:00,-5.1,-5,-5.1,-5.1,17.3,0,9.7,339.2,19.8,98.3,966.1
2024-03-31 7:00,-4.8,-4.5,-5.1,-4.6,17.1,0,2.3,1.3,18.1,97.8,967.3
2024-03-31 8:00,-4.3,-3.8,-4.6,-3.9,16.8,0,7.7,345.2,17.7,96.3,968.3
2024-03-31 9:00,-3.7,-3.3,-4,-3.3,16.9,0,9.6,315.8,36.3,92.3,968.6
2024-03-31 10:00,-2.9,-2.3,-3.5,-2.6,16.5,0,11.2,323.8,34.2,92.2,968.5
2024-03-31 11:00,-2.6,-2.1,-3,-2.6,17,0,12.5,294.2,38.6,84.1,969.1
2024-03-31 12:00,-2.6,-2,-3,-2.7,16.9,0,10.7,314.3,31.8,83.4,970.3
2024-03-31 13:00,-2.3,-1.9,-2.7,-2.1,16.3,0,3.5,337.2,26.4,80.6,971
2024-03-31 14:00,-2.1,-1.5,-2.3,-2,16.3,0,12.9,289.7,29.9,79,971.5
2024-03-31 15:00,-1.9,-1.7,-2.1,-2,16.3,0,9.9,278.5,24.1,78.4,972.5
2024-03-31 16:00,-1.8,-1.4,-2,-1.6,16.3,0,3.3,344.8,22.2,82.2,973.2
2024-03-31 17:00,-1.9,-1.5,-2.3,-2.2,16.3,0,2.3,304.5,13.9,84.5,974.1
2024-03-31 18:00,-2.6,-2.2,-3,-3,16.3,0,2.6,29.5,11.2,91.3,975.1
2024-03-31 19:00,-3.1,-3,-3.3,-3.2,16.1,0,5.1,9.8,11.2,92.6,976.1
2024-03-31 20:00,-3.3,-3,-3.4,-3.4,16,0,3.3,17.2,12.6,94.8,976.8
2024-03-31 21:00,-3.4,-3.2,-3.4,-3.4,16,0,6.8,12.5,11.9,92.6,977.3
2024-03-31 22:00,-3.3,-3.2,-3.4,-3.2,15.9,0,3.2,359.7,13.3,91.6,977.6
2024-03-31 23:00,-3.2,-3,-3.3,-3.1,16.1,0,1.1,336.9,12.3,90.2,978
2024-04-01 0:00,-3.2,-3.1,-3.3,-3.3,16.1,0,6.4,349.7,13.8,91.6,978.7
2024-04-01 1:00,-3.4,-3.1,-3.6,-3.6,15.9,0,2,22.6,11.9,90.2,979.7
2024-04-01 2:00,-3.9,-3.6,-4.2,-4.1,16.1,0,1.2,70.1,10.9,91.9,980.8
2024-04-01 3:00,-4.2,-3.9,-4.4,-4.3,16,0,5.4,0.4,12.2,93.3,981.3
2024-04-01 4:00,-4.4,-4.3,-4.5,-4.5,15.9,0,5.2,351.9,14.3,93.6,981.8
2024-04-01 5:00,-5.1,-4.5,-5.6,-5.6,15.8,0,5.1,12.8,13.4,94.3,982.2
2024-04-01 6:00,-5.8,-5.6,-6,-5.8,15.3,0,5.1,5.4,11.2,95.4,982.6
2024-04-01 7:00,-5.3,-4.5,-5.9,-4.5,15.8,0,3.4,16.6,10.2,89.3,983.1
2024-04-01 8:00,-2.6,0,-4.5,-0.6,15.1,0,7.1,330.4,12.1,76.2,983.3
2024-04-01 9:00,0.4,2.2,-1.2,0.2,15.2,0,6.7,325.6,16.9,70.8,984.1
2024-04-01 10:00,0.5,1.9,-0.7,1.7,14,0,7.5,342.5,17.2,70.1,984.5
2024-04-01 11:00,1.8,2.8,1,2.1,14,0,5.4,344.1,20.5,66.6,984.6
2024-04-01 12:00,3.2,4.6,1.1,4.6,11.7,0,5.4,318.7,21.5,64.6,984.4
2024-04-01 13:00,3.8,5.2,2.4,3.6,10.5,0,9.5,313.2,26,57.7,984.3
2024-04-01 14:00,3.8,4.8,2.8,3.2,10,0,10.6,290.3,26.3,58.1,984.1
2024-04-01 15:00,3.7,4.6,2,3.9,9.3,0,5.6,334,22.3,62.1,984.4
2024-04-01 16:00,2.8,3.9,1.4,2.5,9.9,0,7.1,348.7,22.2,62.7,984.4
2024-04-01 17:00,2.1,2.7,0.2,0.2,9.6,0,5.8,344.5,16.2,70.3,984.9
2024-04-01 18:00,-0.4,0.2,-1.2,-0.8,9.7,0,3.1,23.2,12.3,79.7,985.4
2024-04-01 19:00,-1.5,-0.8,-1.9,-1.9,9.8,0,3.7,20.7,9.5,91.2,985.9
2024-04-01 20:00,-2.2,-1.8,-2.6,-2.6,9.7,0,4.4,353.4,11,89.9,986.2
2024-04-01 21:00,-2.9,-2.6,-3.1,-3,9.7,0,1.7,29.3,13,89.9,986.4
2024-04-01 22:00,-3,-2.8,-3.5,-3.5,9.7,0,2.2,97.8,9,89.6,986.2
2024-04-01 23:00,-3.8,-3.4,-4.2,-3.9,9.7,0,7.2,3.6,9.8,95.3,986.2
2024-04-02 0:00,-4.3,-3.9,-4.7,-4.7,9.8,0,1.9,33.1,12.2,95.9,986.1
2024-04-02 1:00,-5,-4.6,-5.4,-5.4,9.5,0,3.5,22.7,9.1,97.4,985.9
2024-04-02 2:00,-5.6,-5.3,-5.9,-5.5,9.6,0,3.2,33.7,7.6,96.1,986.3
2024-04-02 3:00,-6.1,-5.5,-6.7,-6.7,9.7,0,0.6,63.1,7.5,94.7,986.6
2024-04-02 4:00,-7.5,-6.7,-8.2,-8.2,9.8,0,1.6,66.5,6.4,95.7,986.9
2024-04-02 5:00,-7.9,-7.6,-8.3,-8.1,9.7,0,0.8,61.1,8.6,94.6,987.2
2024-04-02 6:00,null,null,null,null,null,0,null,,null,null,null
2024-04-02 7:00,-6,-4.5,-6.8,-4.5,10,0,0,,8.3,83.4,987.6
2024-04-02 8:00,-2.2,-0.1,-4.5,-0.3,9.5,0,3.6,332.7,14.8,73.3,987.5
2024-04-02 9:00,1.3,2.3,-0.3,1.7,9.7,0,5.4,348.9,18,66.1,987.8
2024-04-02 10:00,2.5,3.6,1.6,2.3,9.8,0,4.8,328.1,19.7,67.7,988.1
2024-04-02 11:00,3.7,4.6,2.3,3.9,9.5,0,6.2,332.6,19.6,65.1,988
2024-04-02 12:00,4.6,5.2,3.8,4.4,9.2,0,9.7,322.6,22.5,67,988.5
2024-04-02 13:00,4.3,5,3.7,4.2,9,0,5.1,352.5,23.3,71.3,988.4
2024-04-02 14:00,3.6,4.2,3,3.9,8.8,0,5.3,321.2,17.3,71.5,988.8
2024-04-02 15:00,4.2,4.6,3.9,4.1,8.9,0,4.6,328.7,12.6,72.8,989
2024-04-02 16:00,2.9,4.1,2.2,2.2,9,0,3.2,337,13.2,75.5,989.9
2024-04-02 17:00,2.1,2.4,1.9,2.1,8.8,0,0.4,356,12.7,75.6,989.9
2024-04-02 18:00,1.3,2.1,0.4,0.4,9,0,4.7,201.5,9.7,85.8,990.2
2024-04-02 19:00,0,0.5,-0.3,-0.3,9,0,3.2,321.9,5.8,91.4,990.6
2024-04-02 20:00,-0.9,-0.3,-1.7,-1.6,9.1,0,2,183.7,11.4,95.2,990.8
2024-04-02 21:00,-1.2,-1,-1.6,-1.2,9,0,1.7,210.2,5,95.8,991.1
2024-04-02 22:00,-1.4,-1.1,-1.7,-1.5,8.9,0,0,,5.6,97.8,991.3
2024-04-02 23:00,-1.5,-1.4,-1.7,-1.4,9,0,1.9,118.9,4,98.7,991.2
2024-04-03 0:00,-1.4,-1,-1.8,-1.8,8.9,0,2,140.6,6.4,98.2,991.3
2024-04-03 1:00,-2,-1.8,-2.6,-2.6,9,0,0.9,313.2,3.7,99.4,991.3
2024-04-03 2:00,-2.5,-2.3,-2.7,-2.4,9,0,0,,4.2,100,991.3
2024-04-03 3:00,-2.3,-2.2,-2.5,-2.3,9,0,1.8,45.2,5.8,100,991.2
2024-04-03 4:00,-2.2,-2.1,-2.4,-2.3,9,0,2.4,4.8,5,98.6,991.4
2024-04-03 5:00,-2.8,-2.3,-3,-2.7,8.9,0,1.8,99.3,4.4,99.2,991.9
2024-04-03 6:00,-2.2,-1.8,-2.7,-1.8,8.8,0,2.3,323.4,5.4,97.7,991.6
2024-04-03 7:00,-0.9,-0.1,-1.8,-0.4,8.8,0,1.9,174.2,3.6,89,991.9
2024-04-03 8:00,0.9,2.6,-0.4,2.6,8.5,0,2.1,12.8,4.3,69.8,992
2024-04-03 9:00,3.4,4.8,2.5,4.1,8.4,0,4.1,68,12.4,51.1,992.2
2024-04-03 10:00,3.4,5.1,1.6,4.4,8.7,0,5.4,282.5,19,67,992.5
2024-04-03 11:00,4.6,6.3,1.7,1.7,8.4,0,4.3,115.9,20.8,75,993.3
2024-04-03 12:00,3.2,4.3,1.4,4.1,8.1,0,7.4,112.3,17.2,54.4,993.1
2024-04-03 13:00,4.8,5.6,4.1,4.8,7.5,0,4.1,327.1,14.8,51,992.5
2024-04-03 14:00,4.3,6,3.4,4.3,6.8,0,2.3,148.6,20.7,42.6,992.3
2024-04-03 15:00,4.1,5.4,3.1,4.6,6.5,0,4.3,62.2,21.2,34.3,992.1
2024-04-03 16:00,3.7,4.9,2.9,3.7,6.8,0,2.6,198.9,25.8,39.9,992.6
2024-04-03 17:00,2.4,3.7,1.7,1.7,7.3,0,8.6,172.8,20.1,45.5,993
2024-04-03 18:00,0.6,1.7,-1.1,-1.1,7.2,0,1.6,102.3,16.6,68.5,993.6
2024-04-03 19:00,-1.9,-1.1,-2.3,-2,7,0,4.3,121.9,8.3,77.2,993.8
2024-04-03 20:00,-2.3,-1.7,-2.9,-2.6,6.7,0,5.5,129.9,8.4,82.1,993.5
2024-04-03 21:00,-2.6,-2.2,-3.2,-3.2,7.2,0,3.8,103.3,9.7,79.7,993.1
2024-04-03 22:00,-3.4,-3,-3.9,-3.9,6.9,0,3.5,114.4,8.5,84.4,993.5
2024-04-03 23:00,-4.2,-3.9,-4.5,-4.3,7.2,0,3.8,118.4,13.1,85.8,993.4
2024-04-04 0:00,-4.6,-4.3,-4.9,-4.8,7.2,0,6.2,121.6,13.3,88,993.1
2024-04-04 1:00,-5.2,-4.8,-5.6,-5.3,6.7,0,2.6,142.7,10.9,90,992.9
2024-04-04 2:00,-5.6,-5.2,-6.3,-5.9,6.7,0,3.6,146.2,9.1,93.3,992.5
2024-04-04 3:00,-6.2,-5.9,-6.5,-6.4,6.5,0,1.9,149.7,7.8,93.8,992.1
2024-04-04 4:00,-6.6,-6.2,-7.2,-6.2,7,0,3.3,138.3,10.9,93.4,991.5
2024-04-04 5:00,-6.4,-5.4,-7,-5.4,7,0,3.8,118.2,9.3,93.1,990.7
2024-04-04 6:00,-4.8,-2.6,-5.5,-3.1,6.3,0,1.7,296.2,11.4,84,990
2024-04-04 7:00,-1.6,0.2,-3.7,0.2,6.9,0,0.6,39.1,7.2,64,989.9
2024-04-04 8:00,1.2,2.5,0.2,1.6,6.6,0,4.6,205.5,21.7,57,989.9
2024-04-04 9:00,2.6,3.8,1.4,3.1,7.3,0,8.4,153,29.7,48.7,989.4
2024-04-04 10:00,3.8,5.9,2.5,5.3,6.8,0,7.2,144.6,32,44.3,988.4
2024-04-04 11:00,4.9,5.9,3.8,5.7,7.6,0,7.7,132.5,25.1,46.6,988
2024-04-04 12:00,5,6.1,4.3,4.6,6.4,0,9.1,97.9,29.3,51.9,987.5
2024-04-04 13:00,3.9,4.6,3.5,3.8,7.1,0,5.2,109,28.4,57.9,987.4
2024-04-04 14:00,3.5,3.9,3.1,3.2,7.2,0,9.4,85.6,25.5,64.3,986.9
2024-04-04 15:00,2.8,3.2,2.5,2.8,7.1,0,5.9,107.8,22,68.5,986.2
2024-04-04 16:00,2.4,2.8,2.1,2.2,7,0,7.7,136.7,24.7,70.9,986.1
2024-04-04 17:00,2,2.2,1.9,2,7,0,3.7,96.7,21.5,73.3,985.9
2024-04-04 18:00,2,2.2,2,2,6.9,0,8.5,104.2,32.9,73.7,985.7
2024-04-04 19:00,1.8,2.1,1.4,1.4,7,0,2.2,281.8,19.7,84.2,985.4
2024-04-04 20:00,1.3,1.6,1,1,6.9,0.2,5.6,187.5,14.1,91.3,985.6
2024-04-04 21:00,1.2,1.7,0.6,0.8,7.1,0,2.2,141.3,9.1,95.1,985.2
2024-04-04 22:00,1.6,2.2,0.7,2.2,7.1,0,4.4,124.5,9.7,80.7,984.7
2024-04-04 23:00,1.9,2.3,1.5,1.9,7.2,0,0.8,276,14.7,82.6,983.8
2024-04-05 0:00,2.1,2.6,1.6,2.1,6.9,0,0.5,207.9,14,80.1,983.2
2024-04-05 1:00,2.4,2.7,2.1,2.4,7,0,2.2,191.2,19.3,78.1,982.4
2024-04-05 2:00,2.4,2.6,2.1,2.3,7.1,0,7.9,116.6,19.1,77.5,981.4
2024-04-05 3:00,2.1,2.4,1.5,1.6,7.1,0,3.7,222,18.4,84.2,981.2
2024-04-05 4:00,1.8,2.1,1.4,2,7,0,7.6,200.1,15.8,75.4,980.3
2024-04-05 5:00,1.9,2.1,1.7,1.9,7.1,0,1.7,132.1,25.8,72.2,980
2024-04-05 6:00,2.2,2.5,1.9,2.4,7,0,9,76.4,26,69.2,979.7
2024-04-05 7:00,2.4,2.5,2.2,2.2,7,0,12.1,122.3,26.4,68,979.7
2024-04-05 8:00,2.3,2.6,2,2.6,6.9,0,6.1,121.8,24.4,68.3,979.3
2024-04-05 9:00,2.3,2.9,1.9,2,6.8,0,8.8,113.5,27,69.4,979.2
2024-04-05 10:00,2.8,3.4,2,2.5,6.5,0,5.1,117.1,25.5,65.2,979.1
2024-04-05 11:00,3,3.9,2.3,2.8,6.1,0,5.1,145.5,24.5,63.2,978.8
2024-04-05 12:00,2.7,3.3,2.4,2.7,6.2,0,4.5,300.8,19.8,63.8,978.4
2024-04-05 13:00,2.4,3,1.8,1.8,6,0,4.1,49,19.3,68,978.5
2024-04-05 14:00,1.4,1.8,0.6,0.6,6,0,3.7,328.3,19.3,77.9,978.2
2024-04-05 15:00,0.5,0.7,0.3,0.7,5.8,0,9,307,17.9,76.2,978.2
2024-04-05 16:00,0.9,1,0.6,0.9,5.8,0,8.3,304.8,16.4,70.2,978.2
2024-04-05 17:00,0.7,0.9,0.4,0.4,5.8,0,3.5,123.8,17,74.2,978.8
2024-04-05 18:00,0.2,0.4,0,0,6.1,0,5.3,323.6,17.2,78.1,978.9
2024-04-05 19:00,-0.1,0.1,-0.3,-0.3,6.1,0,7.7,296.3,16,83.6,979.2
2024-04-05 20:00,-0.2,0.1,-0.4,0.1,5.8,0,4.1,274.2,16.2,83.3,979.2
2024-04-05 21:00,0,0.4,-0.4,0.1,6,0,0.1,329.9,11.4,81.7,979.4
2024-04-05 22:00,0.3,0.6,-0.1,0.2,5.8,0,0.9,355.7,10.4,80.4,978.9
2024-04-05 23:00,-0.2,0.2,-0.6,-0.2,6,0,0.1,83.5,7.6,84.8,978.6
2024-04-06 0:00,-0.2,0.3,-0.8,-0.3,5.9,0,2.1,117.2,6.5,82.5,978.5
2024-04-06 1:00,0.1,0.4,-0.4,0.2,6.2,0,1.1,16.2,14.6,76.5,978.6
2024-04-06 2:00,-0.1,0.2,-0.4,0.1,6.1,0,2.1,271.2,9.2,77.2,979
2024-04-06 3:00,-0.3,0.1,-0.6,-0.6,6.3,0,4,125,11.2,84,979.6
2024-04-06 4:00,-0.8,-0.6,-0.9,-0.9,6.1,0,5.8,171.3,9.6,87.1,980.5
2024-04-06 5:00,-0.7,-0.6,-0.9,-0.7,6,0,4.7,169.2,10.7,81.9,981.3
2024-04-06 6:00,-0.6,-0.4,-0.8,-0.4,5.8,0,4.1,184.8,9.7,77.5,981.9
2024-04-06 7:00,0.2,0.7,-0.3,0.7,5.9,0,5.7,112.7,11.2,66.8,982.3
2024-04-06 8:00,0.9,1.3,0.7,1.3,6.1,0,6.5,91.6,21.2,65.1,982.8
2024-04-06 9:00,1.9,2.6,1.2,2.5,6.1,0,4,31.7,15,62.4,983.2
2024-04-06 10:00,2.3,2.8,1.7,1.9,6.3,0,8,62.5,18.1,64.7,983.8
2024-04-06 11:00,2.7,4.2,1.8,3.1,5.5,0,5.3,79.8,23.6,61.9,984.1
2024-04-06 12:00,2,3,1.2,1.2,5.4,0,3.7,9.5,16.8,71.8,984.7
2024-04-06 13:00,1.1,1.8,0.7,1.2,5.4,0,3.5,150.3,21,73.5,985
2024-04-06 14:00,1.3,1.8,0.9,1.3,5.4,0,7.1,55.3,22.9,70.1,985.3
2024-04-06 15:00,0.8,1.5,0.1,1,5.2,0,2.7,351.3,14.5,71.9,985.6
2024-04-06 16:00,1.5,1.9,1.1,1.5,5.1,0,5.3,129.2,15.3,61.4,985.5
2024-04-06 17:00,1.2,1.5,1.1,1.1,5.2,0,8.5,119.3,21.6,62.3,985.9
2024-04-06 18:00,1,1.1,0.8,1,5.2,0,10,125.8,16.2,63.6,986.2
2024-04-06 19:00,0.7,1.2,0,0,5.1,0,1,127,18.1,68.6,986.4
2024-04-06 20:00,-0.7,0,-1.4,-1.4,5.1,0,0.4,307.2,7,80.4,986.8
2024-04-06 21:00,-1.8,-1.4,-2.2,-1.8,5.2,0,0.3,254.8,6.2,84.2,986.8
2024-04-06 22:00,-2.4,-1.8,-2.7,-2.7,5.2,0,7.1,318.8,14.8,93.9,986.8
2024-04-06 23:00,-2.9,-2.6,-3.3,-3.3,5,0,1.5,341.3,12.9,96.8,987.1
2024-04-07 0:00,-3.4,-3.1,-3.5,-3.5,5.2,0,1.1,282.6,10.2,98.2,987.2
2024-04-07 1:00,-3.8,-3.5,-4.4,-4.3,5.4,0,0.8,7.5,10.4,99.9,987.1
2024-04-07 2:00,-4.4,-4.2,-4.5,-4.5,5.4,0,0.3,347.2,4.2,100,987.2
2024-04-07 3:00,-4.3,-4.1,-4.5,-4.4,5.4,0,3.5,335.2,9.2,100,987.5
2024-04-07 4:00,-4.5,-4.2,-4.7,-4.3,5.4,0,5.8,5.8,8.5,100,987.8
2024-04-07 5:00,-4.4,-4.2,-4.5,-4.5,5.5,0,2.2,13.7,10.9,100,988.5
2024-04-07 6:00,-4.8,-4.4,-5.3,-4.5,5.5,0,0.9,335.8,10,98,988.6
2024-04-07 7:00,-4,-2.5,-4.6,-2.5,5.2,0,1,141.4,5.9,85.1,988.9
2024-04-07 8:00,0,1.9,-2.5,1.7,5.2,0,5.4,330.5,19.1,67,988.8
2024-04-07 9:00,3.5,5,1.7,4.6,5.2,0,7.5,345.6,17.8,58.4,988.4
2024-04-07 10:00,6.2,8,4.2,7.4,5,0,13.1,316.2,25.2,50.7,988
2024-04-07 11:00,8.3,9.4,6.9,9.3,4.1,0,7.7,332.2,24.9,42.7,987.6
2024-04-07 12:00,9.6,10.5,8.7,10.2,3.6,0,11.2,354.5,19.9,35.8,987.1
2024-04-07 13:00,10.3,10.8,9.8,10.5,2.8,0,3.3,348.6,21.9,30.7,986.9
2024-04-07 14:00,10.5,11.1,9.9,10.6,1.8,0,8.3,318.8,21,33.6,986.6
2024-04-07 15:00,10.2,10.7,9.5,10.6,0.8,0,5.1,333.4,23.3,30,986.3
2024-04-07 16:00,9.8,10.6,9.4,9.5,0.8,0,7.1,298.8,17.7,28.2,986
2024-04-07 17:00,9,9.6,7.5,7.5,0.2,0,0.9,339.4,26.5,30.1,985.9
2024-04-07 18:00,5.3,7.5,3.6,3.7,0.2,0,0.1,152.4,9.7,51.1,985.9
2024-04-07 19:00,2.4,3.7,1.4,1.4,0.6,0,5.1,86,13.8,60.6,986.4
2024-04-07 20:00,0.4,1.4,-0.4,-0.4,0.4,0,0.3,101.6,9.7,71.7,986.5
2024-04-07 21:00,-0.8,-0.2,-1.6,-1.6,0.6,0,3,115.2,8.5,78.2,986.4
2024-04-07 22:00,-2.1,-1.6,-2.4,-2,0.7,0,4.7,146.6,7.2,84.6,986.3
2024-04-07 23:00,-2.2,-1.4,-2.7,-2.3,0.7,0,5.3,142.9,8.9,85.2,986
2024-04-08 0:00,-2.4,-1.9,-2.8,-2.4,0.7,0,7.4,130.8,9.8,83.4,985.3
2024-04-08 1:00,-2.6,-2.2,-3,-2.9,1,0,3.9,141.3,9.5,88,984.7
2024-04-08 2:00,-3.2,-2.8,-3.7,-3,0.9,0,5.1,142.2,7.6,87.6,984.2
2024-04-08 3:00,-3.5,-3,-3.9,-3.6,0.9,0,4.7,161.3,9.6,87.8,983.7
2024-04-08 4:00,-3.8,-3.5,-4.3,-3.5,1.2,0,4,156.2,8.9,86.7,983.3
2024-04-08 5:00,-3.9,-3.5,-4.2,-3.7,1.3,0,4.6,129.7,8.4,87.4,983
2024-04-08 6:00,-3.7,-3,-4,-3,1.2,0,3.3,124.8,7.9,84.4,982.7
2024-04-08 7:00,-2.7,-2.4,-3.1,-2.7,1.1,0,2.1,132.7,8.5,82,982.1
2024-04-08 8:00,1.1,5.4,-2.7,4.7,0.7,0,2.4,171.6,6.8,49.7,981.3
2024-04-08 9:00,7.2,9.5,4.4,9.2,0.3,0,8.5,320.8,16.6,32.9,980.4
2024-04-08 10:00,10,11.4,9,11.1,0,0,13.4,308.9,21.6,27.7,979.7
2024-04-08 11:00,10.9,11.6,9.8,10.6,0,0,11.7,317.6,36.8,29.9,979.7
2024-04-08 12:00,10.6,11.1,10,10.4,0,0,15.1,323.9,38.9,32.6,979.7
2024-04-08 13:00,10.5,10.9,10,10.7,0,0,9.8,322.7,42.6,30.4,979.4
2024-04-08 14:00,11,11.6,10.3,10.4,0,0,10.6,307.2,30.6,30.3,979.2
2024-04-08 15:00,8.3,10.5,7.1,7.4,0,0,5.2,328,31.3,37.6,979.4
2024-04-08 16:00,8.6,9.7,7.4,8.8,0,0,6.9,337.4,26,36.5,980.1
2024-04-08 17:00,7,8.9,5.7,5.8,0,0,7.4,7.4,26.5,45.8,981.1
2024-04-08 18:00,4.9,5.8,4.3,4.4,0,0,6.7,342.9,18.5,47.8,982
2024-04-08 19:00,3.6,4.4,2.8,3.1,0,0,3.9,342.3,21,53.9,982.9
2024-04-08 20:00,3,3.4,2.8,3,0,0,3.9,11.4,13.3,55.3,983.6
2024-04-08 21:00,2.7,3,2.3,2.3,0,0,8.6,346.5,20.5,57.4,984.1
2024-04-08 22:00,1.9,2.4,1.4,1.4,0,0,6.1,327.2,19.8,66.1,984.5
2024-04-08 23:00,1.1,1.4,0.5,0.5,0,0,6.1,328.4,24.1,68.5,984.9
2024-04-09 0:00,0.4,0.6,-0.1,-0.1,0,0,5.1,336.9,17.6,66.7,985.1
2024-04-09 1:00,-0.3,-0.1,-0.7,-0.2,0,0,7.1,349.2,19.4,61.3,985.3
2024-04-09 2:00,-0.3,-0.1,-0.5,-0.5,0,0,9.3,329.6,19.1,64.2,985.8
2024-04-09 3:00,-0.7,-0.5,-0.9,-0.9,0,0,3.4,345.8,14.5,66.9,986
2024-04-09 4:00,-1.1,-0.9,-1.2,-1.2,0,0,4,12.2,16.8,65.4,986.4
2024-04-09 5:00,-1.3,-1.2,-1.4,-1.4,0,0,2.8,338.7,12.9,66.3,986.9
2024-04-09 6:00,-1.4,-1.2,-1.4,-1.2,0,0,3.6,346.3,15.2,66.4,987.6
2024-04-09 7:00,-1,-0.7,-1.2,-0.7,0,0,8,12.1,14.3,64.6,988.2
2024-04-09 8:00,-0.1,0.9,-0.7,0.4,0,0,5.5,8.4,22.8,57.6,988.4
2024-04-09 9:00,1.6,2.9,0.3,1.3,0,0,6,336.8,19,52.2,988.7
2024-04-09 10:00,2.2,3.8,0.9,2.8,0,0,6.9,295.8,23.3,44.2,989
2024-04-09 11:00,3,4.4,1.5,2.6,0,0,10,306.8,26.2,44.7,989.2
2024-04-09 12:00,3.4,4.6,2.3,4.1,0,0,11.6,304,30.3,43.8,989.3
2024-04-09 13:00,3.6,5,2.5,4,0,0,13.7,312,31.1,41,989.6
2024-04-09 14:00,3.6,4.4,2.5,3.8,0,0,12.5,301.2,32.7,38.1,989.5
2024-04-09 15:00,3.9,4.7,3.1,3.4,0,0,11.9,295.6,25.6,34.7,989.5
2024-04-09 16:00,3.9,4.4,3.5,3.6,0,0,7.4,10.3,24.3,37.8,989.6
2024-04-09 17:00,3.6,4.3,2,2,0,0,3.6,314.7,20.7,40,989.7
2024-04-09 18:00,0.9,2,-0.3,-0.3,0,0,2.6,309.3,9.8,52.2,989.8
