Date,TAm,TAx,TAn,TAi,NSi,PT,VVi,VDi,VVxi,HAi,PAi
2024-01-01 0:00,-7.9,-7.8,-8,-8,4.6,0,4.3,327.6,14.1,94.2,979.3
2024-01-01 1:00,-8,-8,-8.1,-8.1,4.6,0,4.3,341,15.7,90.8,979.5
2024-01-01 2:00,-8.1,-8.1,-8.2,-8.2,4.8,0,6.2,331.5,14.5,88.9,979.8
2024-01-01 3:00,-8.3,-8.2,-8.4,-8.4,4.7,0,4.6,340.6,16.2,91.1,980
2024-01-01 4:00,-8.5,-8.4,-8.5,-8.5,5.8,0,4.3,333.7,11.7,93.1,980.1
2024-01-01 5:00,-8.5,-8.5,-8.6,-8.5,4,0,2.8,316.2,12.5,90.2,980.3
2024-01-01 6:00,-8.8,-8.5,-9,-8.9,6,0.2,4.9,332.8,14.8,95.5,980.6
2024-01-01 7:00,-9,-8.9,-9.1,-9.1,6,0,5.8,330.8,13.9,90.4,981.4
2024-01-01 8:00,-9.2,-9.1,-9.2,-9.2,5.9,0,2.8,349.6,15.4,90,981.8
2024-01-01 9:00,-9.3,-9.2,-9.4,-9.3,4.6,0,7.1,2.7,17.1,82.4,982.3
2024-01-01 10:00,-9.1,-8.8,-9.3,-8.8,3.9,0,6,326.4,21.5,79,982.1
2024-01-01 11:00,-8.7,-8.3,-8.9,-8.3,5,0,5.8,332.9,23.1,82.1,981.6
2024-01-01 12:00,-8.4,-8.2,-8.6,-8.5,5.9,0,6.2,279.9,16.3,75,981
2024-01-01 13:00,-8.6,-8.4,-9,-9,6,0,8.2,276.9,17.6,75.3,981
2024-01-01 14:00,-8.8,-8.5,-9.2,-8.8,5.8,0,2.5,351.1,14.8,77.3,981.3
2024-01-01 15:00,-8.8,-8.6,-8.9,-8.9,5.8,0,5.6,343.2,12.3,78.8,981.1
2024-01-01 16:00,-9.3,-8.9,-9.4,-9.4,5.7,0,3,356,10.1,83.7,981.3
2024-01-01 17:00,-9.6,-9.4,-9.9,-9.6,5.7,0,4.1,323.5,10.6,81,981.2
2024-01-01 18:00,-9.7,-9.5,-10,-10,5.7,0,0.2,42.6,14.8,84.8,980.9
2024-01-01 19:00,-10.4,-10,-10.7,-10.7,5.9,0,5.2,156.1,12.7,84.3,981
2024-01-01 20:00,-11.3,-10.7,-12.2,-12.2,5.7,0,3.3,78.8,9.1,89.9,980.3
2024-01-01 21:00,-12.5,-11.7,-13,-13,5.7,0,0.9,259.9,5.6,93.2,980.2
2024-01-01 22:00,-13,-12.7,-13.4,-13.4,5.4,0,0,,5.6,94.7,979.8
2024-01-01 23:00,-13.6,-13.1,-14,-13.4,5.6,0,0,,4.1,94.5,979.4
2024-01-02 0:00,-13.1,-12.7,-13.4,-12.7,6.1,0,3.5,123.6,4.9,95.1,978.8
2024-01-02 1:00,-12.1,-11.7,-12.7,-11.7,5.7,0,3.5,294.1,7.6,93.3,977.9
2024-01-02 2:00,-11.8,-11.5,-12,-11.5,5.9,0,0,,3.5,95.1,977.9
2024-01-02 3:00,-11.4,-11.1,-11.6,-11.1,5.6,0,0,,3.5,95.1,977.3
2024-01-02 4:00,-10.7,-10.4,-11.1,-10.5,5.7,0,0.8,145.5,4,95.4,976.9
2024-01-02 5:00,-10.5,-10.3,-10.5,-10.3,6.3,0.2,1.3,146.5,3.2,96.4,976.6
2024-01-02 6:00,-10,-9.8,-10.3,-9.8,6.8,0.6,0,,3.5,96.5,976.5
2024-01-02 7:00,-9.7,-9.4,-9.8,-9.6,6.7,0,0,,3.8,96.7,976.5
2024-01-02 8:00,-9.2,-8.7,-9.6,-8.7,6,0,4.2,128.8,5.6,95.2,976.5
2024-01-02 9:00,-8.3,-7.8,-8.7,-7.9,7.4,0.2,0,,6.4,94.2,976.4
2024-01-02 10:00,-7,-6.2,-7.9,-6.4,7.5,0,0.8,282.1,6.4,93.2,976.3
2024-01-02 11:00,-4.9,-3.6,-6.4,-3.7,6.2,0,2.3,12.6,4.6,83.7,975.2
2024-01-02 12:00,-4.3,-3.5,-4.7,-4.1,5.9,0,0.9,319.2,9.2,82.4,974.7
2024-01-02 13:00,-4.1,-3.8,-4.4,-4,6.1,0,3.3,311.9,16.2,84.3,974.4
2024-01-02 14:00,-4.2,-4,-4.4,-4.1,6.2,0,3.8,338.5,14.1,85.5,974.6
2024-01-02 15:00,-4.5,-4.1,-4.8,-4.7,6.9,0,3.4,329.3,17.2,90,975.2
2024-01-02 16:00,-5,-4.7,-5.2,-5.2,8,0,1.5,324.2,11.4,90.6,975.3
2024-01-02 17:00,-5.5,-5.2,-5.7,-5.7,7.7,0,1.7,160.6,4.9,95,975.4
2024-01-02 18:00,-5.7,-5.7,-5.8,-5.8,7.7,0,0,,5,96.2,975.4
2024-01-02 19:00,-5.7,-5.6,-5.8,-5.8,7.7,0,1.1,227.9,4.7,95.6,975.7
2024-01-02 20:00,-5.8,-5.8,-5.9,-5.8,8.5,0,2.3,112.2,3.5,97.6,975.3
2024-01-02 21:00,-5.8,-5.7,-5.9,-5.9,8.4,0,3,165.6,4.2,97.7,975.5
2024-01-02 22:00,-5.8,-5.6,-5.9,-5.8,8.3,0,0.9,10.8,4.9,97.5,975.5
2024-01-02 23:00,-5.8,-5.7,-5.9,-5.8,8.3,0,0.1,54.7,4,98.2,975.6
2024-01-03 0:00,-5.7,-5.6,-5.8,-5.7,7.6,0,0,,4.2,98.6,975.3
2024-01-03 1:00,-5.6,-5.5,-5.8,-5.5,8.3,0.2,0.3,106.3,3.5,98.5,975.3
2024-01-03 2:00,-5.5,-5.4,-5.5,-5.4,8.5,0,2.9,102.2,4.4,98.7,975.7
2024-01-03 3:00,-5.4,-5.4,-5.5,-5.4,8.7,0.2,2.3,183.3,4.6,98.7,975.9
2024-01-03 4:00,-5.4,-5.1,-5.4,-5.2,8.8,0.2,4.4,122.9,6.6,98.7,976.1
2024-01-03 5:00,-5.2,-5,-5.3,-5,8.8,0.2,2.4,98.8,7.8,97.6,976.6
2024-01-03 6:00,-4.9,-4.8,-5.1,-4.8,9.1,0.2,4,144,8.3,97.3,976.7
2024-01-03 7:00,-4.8,-4.7,-4.9,-4.9,9.1,0,1.4,339.1,8.8,98,977.3
2024-01-03 8:00,-4.8,-4.7,-4.9,-4.7,9.6,0.5,1.4,81.8,4.3,99.2,977.9
2024-01-03 9:00,-4.3,-4.1,-4.7,-4.1,8.8,0.3,1.2,284.5,7.1,97,978.5
2024-01-03 10:00,-3.5,-3.1,-4.1,-3.1,9.1,0.2,3.8,146.4,9.5,92.5,978.6
2024-01-03 11:00,-2.6,-2.2,-3.1,-2.3,7,0,0,,9.7,92.9,978.2
2024-01-03 12:00,-2.4,-1.9,-2.7,-2.1,10.3,0,1.7,261.4,3.5,88.9,978.1
2024-01-03 13:00,-2.1,-1.5,-2.4,-2.1,10,0,0.2,18.8,3.7,89.3,978.2
2024-01-03 14:00,-2.1,-1.9,-2.4,-2.4,10.6,0,1,273.4,4.2,90.1,978.4
2024-01-03 15:00,-2.4,-2.1,-2.6,-2.6,10.6,0,3.8,310.9,5.7,95.9,978.9
2024-01-03 16:00,-3,-2.6,-3.5,-3.4,8.8,0,0,,4.8,98.5,978.8
2024-01-03 17:00,-3.7,-3.4,-3.9,-3.9,7.8,0,1.2,165,4.7,99.6,979.1
2024-01-03 18:00,-3.9,-3.5,-4,-3.7,236,0,0.7,116.5,5.8,96.3,979.1
2024-01-03 19:00,-3.6,-3.2,-3.9,-3.5,236,0,0.8,113.1,14,94.8,979.2
2024-01-03 20:00,-3.5,-3.2,-3.7,-3.5,9.6,0,2,90.7,10.2,94.4,979.2
2024-01-03 21:00,-3.5,-3.4,-3.7,-3.4,9.4,0,4.8,104.3,8.3,96.3,978.9
2024-01-03 22:00,-3.1,-2.9,-3.4,-3.1,9.9,0,1.1,120.7,13.4,92.4,978.6
2024-01-03 23:00,-3.2,-2.8,-3.3,-2.8,9.1,0,4.7,62.3,9.3,90.7,978.3
2024-01-04 0:00,-3,-2.8,-3.1,-3.1,8.2,0,6.4,88,16,94.7,978.1
2024-01-04 1:00,-3,-2.8,-3.2,-3,10,0,5,123.9,16.7,93.8,978.2
2024-01-04 2:00,-2.9,-2.6,-3,-2.9,9.4,0,2.4,170.3,12.4,93.5,978.2
2024-01-04 3:00,-2.8,-2.6,-3,-2.7,9.3,0,3.2,200.3,7.6,92.9,977.9
2024-01-04 4:00,-2.6,-2.5,-2.9,-2.5,6.3,0,8.4,123.6,12.4,92,977.6
2024-01-04 5:00,-2.5,-2.4,-2.6,-2.5,8.8,0,8,151.4,14.3,92.8,977.6
2024-01-04 6:00,-2.5,-2.4,-2.6,-2.5,9.1,0,4.3,189.1,13.9,93.1,977.6
2024-01-04 7:00,-2.7,-2.5,-2.9,-2.6,9.6,0,3.3,117.6,6.4,95.9,977.9
2024-01-04 8:00,-2.7,-2.3,-2.9,-2.4,9.1,0,5.3,120.3,12.6,91.7,977.6
2024-01-04 9:00,-2.1,-1.6,-2.6,-1.6,9.5,0,7.4,157.7,17.6,89.2,977.4
2024-01-04 10:00,-1.6,-1.4,-2.1,-2,9.6,0,4,339.9,13.3,95.7,977.3
2024-01-04 11:00,-2,-1.8,-2.2,-2.1,9.8,0,2.1,331.1,8.4,94.3,976.9
2024-01-04 12:00,-1.9,-1.6,-2.1,-1.7,9.7,0,1.3,328.6,7.6,90,976.1
2024-01-04 13:00,-1.4,-0.9,-1.8,-1.2,9.6,0,0,,2.6,88.2,975.4
2024-01-04 14:00,-1,-0.7,-1.3,-1,9.9,0,1.6,111.2,7.2,89.5,974.9
2024-01-04 15:00,-1,-0.7,-1.4,-1.4,10,0,2.1,108.3,10.1,91.2,974.8
2024-01-04 16:00,-1.8,-1.3,-2.4,-2.4,9.9,0,3.3,113.3,7,95.1,974.7
2024-01-04 17:00,-2.6,-1.9,-3.3,-3.3,9.8,0,3,328,10.6,97.3,974.8
2024-01-04 18:00,-3.7,-3.3,-4,-4,10.8,0.5,7.7,339.7,16.1,98.6,974.9
2024-01-04 19:00,-4.5,-4,-4.9,-4.9,12.2,1.5,6.7,335.3,26.1,99.2,976
2024-01-04 20:00,-5.2,-4.9,-5.6,-5.6,17.1,1.2,7.6,325.8,21.4,99.2,976.5
2024-01-04 21:00,-5.9,-5.6,-6.2,-6.2,16.7,0.8,6,330.8,24.7,99,976.5
2024-01-04 22:00,-6.5,-6.2,-6.8,-6.8,16.8,0.6,7.6,325.6,22.8,98.6,976.9
2024-01-04 23:00,-7.1,-6.8,-7.5,-7.5,16.8,0.6,6.9,325.6,20,98.2,977.5
2024-01-05 0:00,-8.1,-7.5,-8.6,-8.6,19.2,0.3,9.7,329.4,26,97.1,977.8
2024-01-05 1:00,-9,-8.6,-9.3,-9.3,18.7,0.2,6.9,333.7,25.5,97.1,978.3
2024-01-05 2:00,-9.7,-9.3,-10,-10,19.5,0.2,8,335.6,26.1,96.6,978.9
2024-01-05 3:00,-10.2,-10,-10.5,-10.5,19,0,8.5,331.5,30,96.3,979.1
2024-01-05 4:00,-10.6,-10.5,-10.7,-10.7,17.5,0,6.9,344.9,23,96.1,979.4
2024-01-05 5:00,-10.9,-10.7,-11,-10.9,18.7,0,6.2,337.5,21.4,96,980
2024-01-05 6:00,-11.1,-10.9,-11.2,-11.2,17.8,0,7.4,334.5,29.9,95.6,980.6
2024-01-05 7:00,-11.4,-11.2,-11.5,-11.5,19,0,7,328.8,29.1,95.5,980.6
2024-01-05 8:00,-11.6,-11.5,-11.8,-11.8,19.4,0,5.4,317.9,39.9,94.7,981
2024-01-05 9:00,-11.8,-11.8,-11.9,-11.9,13.3,0,12,332.5,30.6,93.6,981.6
2024-01-05 10:00,-11.9,-11.8,-12,-11.9,18.8,0,6.9,333.3,26.7,93.7,981.6
2024-01-05 11:00,-11.9,-11.7,-12,-11.9,19.1,0,14.3,302,28.8,92.3,981
2024-01-05 12:00,-12.1,-11.9,-12.3,-12.1,18.9,0.2,8.1,328.9,24.6,93,980.6
2024-01-05 13:00,-12.5,-12.1,-12.9,-12.6,19.6,0.2,8.4,309,25.8,92.5,980.2
2024-01-05 14:00,-12.9,-12.2,-13.3,-13.3,19.6,0,4.7,331,23.6,91.9,980.8
2024-01-05 15:00,-13.3,-13.1,-13.5,-13.5,19.5,0,6,319.5,24.9,92.3,980.9
2024-01-05 16:00,-13.6,-13.5,-13.7,-13.7,19.5,0,4,326,20.7,93,980.7
2024-01-05 17:00,-13.9,-13.7,-14,-14,19.2,0,4.2,332.3,16,92.2,980.8
2024-01-05 18:00,-14.1,-14,-14.1,-14.1,19.1,0,2.5,350.2,11.9,92.4,980.7
2024-01-05 19:00,-14,-14,-14.1,-14,19.2,0.2,3.3,339.9,14.3,93.3,980.5
2024-01-05 20:00,-13.9,-13.8,-14,-13.9,19.2,0,3,343.2,16.6,93.5,980.7
2024-01-05 21:00,-13.8,-13.8,-13.9,-13.9,19,0,4.5,324,17.5,92.3,980.9
2024-01-05 22:00,-14,-13.9,-14,-14,18.8,0,4.7,339,16.2,92.6,980.7
2024-01-05 23:00,-14.1,-14,-14.3,-14.3,19,0.2,3.4,352,15.7,93.3,981
2024-01-06 0:00,-14.4,-14.2,-14.5,-14.4,19,0,2.7,345.1,18.1,93.1,981.3
2024-01-06 1:00,-14.2,-14.1,-14.4,-14.1,18.8,0,7.6,334.6,18.1,93.2,982.3
2024-01-06 2:00,-14,-13.8,-14.1,-13.8,18.8,0.3,4.7,345.9,19.5,93.7,983.7
2024-01-06 3:00,-13.8,-13.8,-13.9,-13.8,18.9,0.2,5.7,340.5,21.5,93.6,984.7
2024-01-06 4:00,-13.8,-13.8,-13.9,-13.8,18.8,0,7.5,335,27,92.7,985.6
2024-01-06 5:00,-13.9,-13.8,-13.9,-13.8,18.6,0,6.4,323.9,17.8,92.8,986.7
2024-01-06 6:00,-13.8,-13.8,-13.9,-13.8,18.4,0,6.5,333.6,18.6,92.6,988
2024-01-06 7:00,-13.8,-13.8,-13.9,-13.9,18.4,0,4.9,334.6,23.1,92.3,988.7
2024-01-06 8:00,-14,-13.9,-14,-14,18.4,0,6.9,324.6,22.4,91.5,989
2024-01-06 9:00,-13.9,-13.7,-14,-13.7,18,0,2.3,347.2,23.4,90.9,990.3
2024-01-06 10:00,-13.6,-13.2,-13.9,-13.3,17.8,0,5.5,328.1,22.7,90,990.4
2024-01-06 11:00,-12.8,-12.1,-13.4,-12.1,17.6,0,7.4,293.3,24.9,85.8,990.3
2024-01-06 12:00,-11.5,-10.2,-12.2,-11.6,17.2,0,7.4,331,25.2,81.7,990.4
2024-01-06 13:00,-11.9,-10.6,-12.6,-11,16.8,0,11.7,289.4,25.1,76.9,989.7
2024-01-06 14:00,-11.3,-9.8,-12.7,-12.7,17.4,0,4.3,319,20.1,83.3,990.1
2024-01-06 15:00,-12.8,-12.6,-13,-12.9,17.4,0.2,5.1,332,17.4,90.1,990.6
2024-01-06 16:00,-13.2,-12.9,-13.7,-13.7,17.5,0,6.3,341.8,18.1,90.4,991.1
2024-01-06 17:00,-13.8,-13.7,-14,-13.8,17.4,0,6.7,30.3,21.5,90.5,991.7
2024-01-06 18:00,-13.8,-13.7,-13.8,-13.7,17.3,0,5.2,26.5,15.1,90.8,991.7
2024-01-06 19:00,-13.5,-13.3,-13.7,-13.4,17.2,0,0.1,9.8,15.2,91.4,991.5
2024-01-06 20:00,-13.6,-13.4,-13.8,-13.7,17.1,0,4,345.3,10.5,91.5,991.5
2024-01-06 21:00,-13.7,-13.6,-13.8,-13.8,17,0,3,358.8,8.4,91.7,991.7
2024-01-06 22:00,-13.9,-13.8,-14.2,-14.2,16.9,0,0,,9.5,92.8,992.6
2024-01-06 23:00,-14.2,-13.9,-14.6,-14.5,16.7,0,0,,5.9,93.2,992
2024-01-07 0:00,-15.1,-14.4,-16.2,-16.2,16.4,0,1,77.3,6.1,91.9,991
2024-01-07 1:00,-17,-16.2,-17.8,-17.8,16.1,0,0,,9.9,87.9,991.3
2024-01-07 2:00,-18,-17.5,-18.2,-18,16.6,0,3.1,105.7,6.8,90.4,991.2
2024-01-07 3:00,-17.9,-17.4,-18.3,-18.2,16.2,0,1.4,117.6,7.8,88.1,990.9
2024-01-07 4:00,-17.9,-17.5,-18.7,-18,16.2,0,3.7,135.2,9.5,88.8,990.6
2024-01-07 5:00,-18.4,-18,-18.8,-18.7,16.3,0,3.4,150.4,7,88.9,989.8
2024-01-07 6:00,-19,-18.5,-19.5,-19.3,16.1,0,1.7,142.3,7.4,88.3,989.7
2024-01-07 7:00,-19.1,-18.6,-19.6,-19,16.2,0,0.7,126.6,7.6,89.2,990.3
2024-01-07 8:00,-18.3,-17.8,-19.1,-17.8,16.3,0,4.5,139.4,7.5,88.5,990.1
2024-01-07 9:00,-17.2,-16.2,-17.8,-16.2,16.2,0,3,155.9,6.1,88.4,989.5
2024-01-07 10:00,-15.3,-14.1,-16.2,-14.1,15.9,0,0.7,124.7,7.1,86.1,987.9
2024-01-07 11:00,-12.4,-9.6,-14.1,-10,15.1,0,0.9,184.8,7.1,79.1,985.9
2024-01-07 12:00,-8.2,-5.9,-10.6,-6.6,14.9,0,8.9,296.4,11.8,73.8,984.3
2024-01-07 13:00,-7.1,-6.2,-7.8,-7.3,15.1,0,4.8,332.7,13.4,69.1,983.3
2024-01-07 14:00,-8.7,-6.7,-10.7,-10.7,15.7,0,2.1,6.7,14,84.3,983
2024-01-07 15:00,-11,-10.7,-11.2,-11,15.8,0,0,,7.9,87.4,982.9
2024-01-07 16:00,-11.6,-11,-12.6,-12.6,15.3,0,2.4,145.3,2.8,92,982.9
2024-01-07 17:00,-13.4,-12.5,-14.3,-14.3,15.3,0,0.8,61.4,4,94,982.5
2024-01-07 18:00,-14.8,-14.2,-15.1,-14.5,15.5,0,4.2,77,7.8,92.2,982.6
2024-01-07 19:00,-14.9,-14.3,-15.6,-15.6,15.3,0,1.2,74.7,7.6,91.1,982.3
2024-01-07 20:00,-15.2,-14.9,-15.6,-15.4,15.7,0,1.7,63.7,7.8,90.1,982.2
2024-01-07 21:00,-16.1,-15.4,-16.9,-16.8,15.3,0,0.5,125.2,8.3,90.1,982
2024-01-07 22:00,-17.2,-16.6,-17.5,-17.4,15.7,0,2.6,59.8,4.9,90.4,981.9
2024-01-07 23:00,-17.6,-17.3,-18.3,-18.3,15.4,0,0,,4.7,88.7,981.8
2024-01-08 0:00,-18.5,-17.9,-19.5,-19.4,15.3,0,0,,4.9,89.6,982
2024-01-08 1:00,-19.6,-19.1,-20.2,-20,14.7,0,0,,3.7,91,982.7
2024-01-08 2:00,-19.4,-18.4,-20.2,-18.4,15.6,0,2.1,159.5,3,92.5,982.9
2024-01-08 3:00,-17.5,-17.1,-18.3,-17.1,15.5,0,0,,3.2,91.4,982.8
2024-01-08 4:00,-16.9,-16.7,-17.1,-16.8,15.3,0,0,,3.4,91.4,982.8
2024-01-08 5:00,-17.3,-16.8,-17.5,-17.4,15.1,0,0,,2.3,91.5,983.1
2024-01-08 6:00,-17.2,-16.4,-17.5,-16.5,15.4,0,0.3,172.6,2.5,92.8,983.6
2024-01-08 7:00,-15.6,-14.5,-16.5,-14.5,15.2,0,1.8,333.5,7.3,94.3,984.1
2024-01-08 8:00,-13.5,-12.4,-14.5,-12.4,15,0,3.7,19.6,8.8,94.6,984.8
2024-01-08 9:00,-11.3,-10.5,-12.4,-10.5,14.8,0,4.8,27,10.1,89.9,985.3
2024-01-08 10:00,-9.5,-8.9,-10.5,-8.9,14.8,0,8,356.4,18.8,86.3,985.4
2024-01-08 11:00,-8.4,-7.6,-8.9,-7.6,14.4,0,3.7,336.4,17.9,82.4,985.2
2024-01-08 12:00,-7,-5.7,-7.7,-5.9,14.2,0,5.9,321.4,15.4,76.3,984.4
2024-01-08 14:00,-6.8,-5.8,-8,-8,14.5,0,2.6,333.7,16.8,77.5,985.2
2024-01-08 15:00,-8.2,-8,-8.5,-8.5,14.6,0,7.7,330.6,20,80.7,986
2024-01-08 16:00,-9.2,-8.5,-9.7,-9.7,15,0,4.6,3.9,20.3,85,986.8
2024-01-08 17:00,-9.7,-9.3,-9.9,-9.5,14.6,0,4.1,344.7,11.4,86.3,987
2024-01-08 18:00,-9.1,-8.8,-9.5,-8.8,14.6,0,1.1,47.9,11.1,88.1,987.1
2024-01-08 19:00,-8.6,-8.3,-8.9,-8.3,14.6,0,4.6,356.4,9.4,90.4,987.5
2024-01-08 20:00,-8.2,-8.2,-8.3,-8.3,14.8,0,6.4,344.2,20.4,92.7,987.9
2024-01-08 21:00,-8.3,-8.2,-8.4,-8.4,15.3,0,8,328.5,18.9,90,988.5
2024-01-08 22:00,-8.7,-8.4,-8.8,-8.8,15.4,0,4,326.5,23.6,87.6,988.7
2024-01-08 23:00,-9,-8.8,-9.1,-9.1,14.7,0,10,314.6,20.3,89,988.7
2024-01-09 0:00,-9.3,-9.1,-9.5,-9.5,14.2,0,7.1,331.5,24.6,91.8,989
2024-01-09 1:00,-9.6,-9.5,-9.7,-9.7,14.5,0,7.7,339,21.6,88.3,989.3
2024-01-09 2:00,-9.8,-9.7,-10,-10,16.2,0,6.1,329.4,23.1,90.8,989.5
2024-01-09 3:00,-10.1,-9.9,-10.3,-10.3,17,0,14.2,328.8,29.9,85.7,990
2024-01-09 4:00,-10.6,-10.3,-11,-11,16.4,0,6.8,338,34.2,85,991.1
2024-01-09 5:00,-11.3,-11,-11.7,-11.7,13.4,0,7.3,301.8,35.1,86.6,992.4
2024-01-09 6:00,-11.9,-11.7,-12.1,-12.1,16.4,0,9.8,315.9,27,86.2,993.1
2024-01-09 7:00,-12.3,-12.1,-12.5,-12.5,16.9,0,10.1,322.8,25.1,83.9,993.9
2024-01-09 8:00,-12.6,-12.5,-12.7,-12.7,15.5,0,5,328.8,23.4,86.2,994.6
2024-01-09 9:00,-12.6,-12.6,-12.7,-12.6,15.7,0,5.9,352.2,23.9,82.4,995.1
2024-01-09 10:00,-12.5,-12.4,-12.6,-12.4,15.8,0,13.2,328.9,23.4,80.6,995.3
2024-01-09 11:00,-12.3,-12.1,-12.5,-12.3,15.9,0,9.2,347.3,32,78,995.3
2024-01-09 12:00,-12,-11.6,-12.4,-11.6,15.6,0,8.9,330.2,23.2,77,993.5
2024-01-09 13:00,-11.5,-10.9,-11.9,-10.9,15.2,0,4.8,317.1,23.1,75.1,994.4
2024-01-09 14:00,-11.3,-10.9,-11.5,-11.2,15.1,0,5.9,334.7,19.1,74.3,994
2024-01-09 15:00,-11.5,-11.2,-11.9,-11.8,15.2,0,3.6,15.4,17.3,80.6,994.5
2024-01-09 16:00,-12.1,-11.8,-12.2,-12.2,15.3,0,3.7,343.3,16.1,82.6,994.8
2024-01-09 17:00,-12.4,-12.2,-12.6,-12.5,15.5,0,4.8,13,10.9,82.9,994.9
2024-01-09 18:00,-12.7,-12.5,-13.2,-13.2,15.3,0,2.6,14,10,86.2,994.7
2024-01-09 19:00,-14.2,-13.2,-15.3,-15.3,14.6,0,2.5,102.7,8.8,89.2,994.9
2024-01-09 20:00,-15.6,-15.2,-16,-16,15.1,0,5.8,113.8,14.7,86.2,995
2024-01-09 21:00,-16.2,-15.8,-16.4,-16.4,15.1,0,4.4,90.7,13.8,84.7,993.8
2024-01-09 22:00,-16.1,-15.4,-16.5,-15.5,15.1,0,6.5,111.6,11.9,84.4,992.5
2024-01-09 23:00,-14.7,-14.1,-15.5,-14.1,14.9,0,9.3,119.5,15.8,79.5,991.8
2024-01-10 0:00,-13.5,-12,-14.2,-12,15.5,0,16.9,129.4,29.2,71.7,990.9
2024-01-10 1:00,-11.7,-11.5,-12,-11.5,15.9,0,11.4,86.7,35.3,72,990
2024-01-10 2:00,-10.7,-10,-11.5,-10.9,15.5,0,9.9,78.8,37,69.6,989.1
2024-01-10 3:00,-10.5,-9.9,-10.9,-10,15.5,0,12.2,133.4,26.8,75.1,986.9
2024-01-10 4:00,-10,-9.8,-10.2,-9.8,15.5,0,15.1,132.1,28,72.5,985.4
2024-01-10 5:00,-9.3,-9.1,-9.8,-9.2,15.1,0,19,141.5,42.1,73.1,983.5
2024-01-10 6:00,-8.7,-8.2,-9.3,-8.3,14.7,0,17.5,116.5,48.1,76.3,982.1
2024-01-10 7:00,-7.7,-7.1,-8.3,-7.1,14.3,0,20.6,141,51.4,78.2,980
2024-01-10 8:00,-6.6,-6.1,-7.2,-6.3,14.5,0.5,17.4,156.3,50.8,82.9,977
2024-01-10 9:00,-6,-5.3,-6.5,-5.3,15,0.5,18.6,131,38,81.9,974.4
2024-01-10 10:00,-5.3,-4.9,-5.7,-5,15.7,1.7,23.4,131.2,43.8,91.3,971.5
2024-01-10 11:00,-4.4,-3.5,-5,-3.6,16.4,1.6,25.9,138,54.2,91.2,967.5
2024-01-10 12:00,-3.3,-2.6,-3.7,-2.6,15.8,1.5,28,147.1,50.9,88.9,964.1
2024-01-10 13:00,-2.5,-1.8,-3,-2.2,17.9,1.7,15.1,126.1,61.7,95.3,961.8
2024-01-10 14:00,-1.8,-1.3,-2.3,-1.3,20.2,2.2,17.7,123.4,43.5,98.1,960.5
2024-01-10 15:00,-1.5,-1.2,-1.7,-1.6,20.4,1.7,17,146.7,46.9,99.9,959.8
2024-01-10 16:00,-1.3,-1.1,-1.6,-1.5,21.2,1,6.1,66,37.3,99.8,959.5
2024-01-10 17:00,-1.1,-0.4,-1.7,-0.6,21.8,0.6,13.6,127.5,47.1,98.7,957.3
2024-01-10 18:00,-0.1,0.3,-0.6,0.1,21.8,0.2,16.4,132.3,46.2,97.5,956.3
2024-01-10 19:00,0.8,1.7,0.1,1.5,21.6,0,12.5,149.3,52.3,84.9,954.5
2024-01-10 20:00,1.6,2,1.2,1.8,21.7,0,19.5,170.3,43.8,80.3,954.4
2024-01-10 21:00,1.4,2,0.9,1,21.1,0.2,5,117.7,37.3,92,954.7
2024-01-10 22:00,1,1.4,0.7,1,21.2,0.2,6.1,151.8,19.5,90.9,955.3
2024-01-10 23:00,1.1,1.6,0.5,0.6,21.3,0,4.6,89.2,22.5,93.6,955.6
2024-01-11 0:00,0.7,1.2,0.3,0.3,21.1,0,5.6,57.9,17.8,94.1,955.9
2024-01-11 1:00,0.4,0.9,-0.1,-0.1,21,0,0.3,170.4,11.6,97.5,956.6
2024-01-11 2:00,-0.1,0,-0.2,-0.1,20.7,0.2,0.1,36.5,8.8,100,958.1
2024-01-11 3:00,-0.2,0.3,-0.4,-0.4,21,0.2,4.8,332.8,17.2,100,959.2
2024-01-11 4:00,-0.5,-0.4,-0.6,-0.5,20.7,0,2.6,198.3,11.4,100,960.2
2024-01-11 5:00,-0.6,-0.5,-0.8,-0.7,21.4,0,0,,5.2,100,960.9
2024-01-11 6:00,-0.7,-0.6,-0.8,-0.6,21.4,0,0.4,234.6,9.2,100,961.5
2024-01-11 7:00,-0.7,-0.6,-0.8,-0.7,22,0.2,0.1,186,7.1,100,962.5
2024-01-11 8:00,-0.9,-0.7,-1.2,-1.1,22,0,2.8,203,7.8,99.2,963.9
2024-01-11 9:00,-1.1,-0.8,-1.4,-1.3,21.7,0,2.9,303.5,11.6,92,964.8
2024-01-11 10:00,-1.5,-1.2,-1.7,-1.4,21.7,0,1.9,306.3,12.8,86.2,965.7
2024-01-11 11:00,-1.5,-1.2,-1.8,-1.6,21.6,0,4.6,269,10.4,89,965.9
2024-01-11 12:00,-1.9,-1.6,-2.1,-2,21.4,0,2.6,267.2,11,87.4,966.3
2024-01-11 13:00,-1.9,-1.6,-2.1,-2,20.9,0,2.2,243.2,19.4,84,966.7
2024-01-11 14:00,-2,-1.6,-2.2,-1.6,21.3,0,0.8,100.5,10.3,77.6,967.5
2024-01-11 15:00,-1.8,-1.6,-2.2,-2.2,21.4,0,9,291.8,28.6,71.8,968.5
